Arthur J. Gallagher &amp; Co. (AJG) ,AJG, $7.69B , 10/27/2015 , Sep 2015 , $0.69 , 12 , $0.77 ,11.59%
Assurant Inc. (AIZ) ,AIZ, $5.44B , 10/27/2015 , Sep 2015 , $1.53 , 9 , $1.71 ,11.76%
AtriCure Inc. (ATRC) ,ATRC, $535.93M , 10/27/2015 , Sep 2015 , $-0.22 , 4 , $-0.22 ,-0%
AVX Corporation (AVX) ,AVX, $2.29B , 10/27/2015 , Sep 2015 , $0.2 , 1 , $0.19 ,-5%
Axis Capital Holdings Limited (AXS) ,AXS, $5.47B , 10/27/2015 , Sep 2015 , $0.93 , 3 , $0.51 ,-45.16%
B&amp;G Foods Inc. (BGS) ,BGS, $2.12B , 10/27/2015 , Sep 2015 , $0.38 , 3 , $0.39 ,2.63%
B/E Aerospace Inc. (BEAV) ,BEAV, $4.92B , 10/27/2015 , Sep 2015 , $0.76 , 8 , $0.73 ,-3.95%
Ballard Power Systems Inc. (BLDP) ,BLDP, $230.14M , 10/27/2015 , Sep 2015 , $-0.04 , 4 , $-0.03 ,-25%
Barrett Business Services Inc. (BBSI) ,BBSI, $344.69M , 10/27/2015 , Sep 2015 , $1.55 , 2 , $1.57 ,1.29%
Baxter International Inc. (BAX) ,BAX, $20.32B , 10/27/2015 , Sep 2015 , $0.29 , 7 , $0.41 ,41.38%
Big 5 Sporting Goods Corporation (BGFV) ,BGFV, $195.71M , 10/27/2015 , Sep 2015 , $0.3 , 5 , $0.28 ,-6.67%
Black Box Corporation (BBOX) ,BBOX, $208.17M , 10/27/2015 , Sep 2015 , $0.39 , 1 , $0.37 ,-5.13%
Black Knight Financial Services Inc. (BKFS) ,BKFS, $5.5B , 10/27/2015 , Sep 2015 , $0.23 , 9 , $0.25 ,8.7%
BP p.l.c. (BP) ,BP, $119.17B , 10/27/2015 , Sep 2015 , $0.33 , 2 , $0.6 ,81.82%
Bridge Bancorp Inc. (BDGE) ,BDGE, $523.05M , 10/27/2015 , Sep 2015 , $0.44 , 1 , $0.49 ,11.36%
Bristol-Myers Squibb Company (BMY) ,BMY, $112.71B , 10/27/2015 , Sep 2015 , $0.35 , 11 , $0.39 ,11.43%
Brunswick Bancorp (BRBW) ,BRBW, n/a , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.06 ,n/a
C&amp;F Financial Corporation (CFFI) ,CFFI, $134.03M , 10/27/2015 , Sep 2015 , $n/a , 0 , $1.02 ,n/a
C.H. Robinson Worldwide Inc. (CHRW) ,CHRW, $9.85B , 10/27/2015 , Sep 2015 , $0.93 , 16 , $0.96 ,3.23%
CAI International Inc. (CAI) ,CAI, $252.51M , 10/27/2015 , Sep 2015 , $0.6 , 6 , $0.62 ,3.33%
Calamos Asset Management Inc. (CLMS) ,CLMS, $200.79M , 10/27/2015 , Sep 2015 , $0.12 , 2 , $0.18 ,50%
Camden National Corporation (CAC) ,CAC, $301.09M , 10/27/2015 , Sep 2015 , $0.92 , 2 , $0.93 ,1.09%
Canadian National Railway Company (CNI) ,CNI, $49.35B , 10/27/2015 , Sep 2015 , $0.88 , 9 , $0.95 ,7.95%
Canon Inc. (CAJ) ,CAJ, $33.02B , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.38 ,n/a
Capella Education Company (CPLA) ,CPLA, $533.61M , 10/27/2015 , Sep 2015 , $0.67 , 4 , $0.67 ,0%
Capital Trust Inc. (BXMT) ,BXMT, $2.61B , 10/27/2015 , Sep 2015 , $0.61 , 2 , $0.69 ,13.11%
CBRE Group Inc. (CBG) ,CBG, $12.52B , 10/27/2015 , Sep 2015 , $0.45 , 4 , $0.51 ,13.33%
CEB Inc. (CEB) ,CEB, $2.59B , 10/27/2015 , Sep 2015 , $0.75 , 4 , $0.94 ,25.33%
Centene Corporation (CNC) ,CNC, $7.28B , 10/27/2015 , Sep 2015 , $0.78 , 12 , $0.84 ,7.69%
Central European Media Enterprises Ltd. (CETV) ,CETV, $291.97M , 10/27/2015 , Sep 2015 , $n/a , 0 , $-0.17 ,n/a
Cincinnati Financial Corporation (CINF) ,CINF, $9.98B , 10/27/2015 , Sep 2015 , $0.69 , 1 , $1.04 ,50.72%
Cloud Peak Energy Inc (CLD) ,CLD, $183.1M , 10/27/2015 , Sep 2015 , $-0.13 , 8 , $0.24 ,-284.62%
Coach Inc. (COH) ,COH, $8.58B , 10/27/2015 , Sep 2015 , $0.39 , 18 , $0.41 ,5.13%
Colliers International Group Inc. (CIGI) ,CIGI, $1.77B , 10/27/2015 , Sep 2015 , $0.37 , 1 , $0.51 ,37.84%
Comcast Corporation (CMCSK) ,CMCSK, $156.1B , 10/27/2015 , Sep 2015 , $0.8 , 1 , $0.8 ,0%
Comcast Corporation (CMCSA) ,CMCSA, $155.55B , 10/27/2015 , Sep 2015 , $0.8 , 24 , $0.8 ,0%
CommerceWest Bank NA (California) (CWBK) ,California, n/a , 10/27/2015 , Sep 2015 , $0.26 , 1 , $0.27 ,3.85%
CommVault Systems Inc. (CVLT) ,CVLT, $1.84B , 10/27/2015 , Sep 2015 , $-0.07 , 3 , $-0.18 ,157.14%
Compass Minerals International Inc. (CMP) ,CMP, $2.76B , 10/27/2015 , Sep 2015 , $0.85 , 4 , $0.8 ,-5.88%
Computer Task Group Incorporated (CTG) ,CTG, $135.56M , 10/27/2015 , Sep 2015 , $0.11 , 2 , $0.13 ,18.18%
CONSOL Energy Inc. (CNX) ,CNX, $1.62B , 10/27/2015 , Sep 2015 , $-0.02 , 12 , $-0.28 ,1300%
Consolidated-Tomoka Land Co. (CTO) ,CTO, $305.29M , 10/27/2015 , Sep 2015 , $n/a , 0 , $-0.06 ,n/a
Corning Incorporated (GLW) ,GLW, $23.07B , 10/27/2015 , Sep 2015 , $0.34 , 9 , $0.34 ,0%
Cousins Properties Incorporated (CUZ) ,CUZ, $2.22B , 10/27/2015 , Sep 2015 , $0.21 , 7 , $0.24 ,14.29%
Covanta Holding Corporation (CVA) ,CVA, $2.21B , 10/27/2015 , Sep 2015 , $0.2 , 7 , $0.22 ,10%
CryoLife Inc. (CRY) ,CRY, $318.75M , 10/27/2015 , Sep 2015 , $0.01 , 2 , $0.1 ,900%
CSS Industries Inc. (CSS) ,CSS, $253.65M , 10/27/2015 , Sep 2015 , $n/a , 0 , $1.22 ,n/a
CU Bancorp (CA) (CUNB) ,CA, $431.6M , 10/27/2015 , Sep 2015 , $0.34 , 4 , $0.36 ,5.88%
Cummins Inc. (CMI) ,CMI, $18.44B , 10/27/2015 , Sep 2015 , $2.59 , 12 , $2.14 ,-17.37%
CyberOptics Corporation (CYBE) ,CYBE, $42.81M , 10/27/2015 , Sep 2015 , $n/a , 0 , $-0.08 ,n/a
Cynosure Inc. (CYNO) ,CYNO, $858.37M , 10/27/2015 , Sep 2015 , $0.18 , 4 , $0.21 ,16.67%
DDR Corp. (DDR) ,DDR, $6.2B , 10/27/2015 , Sep 2015 , $0.31 , 11 , $0.31 ,0%
Dynamic Materials Corporation (BOOM) ,BOOM, $108.5M , 10/27/2015 , Sep 2015 , $-0.05 , 2 , $-0.29 ,480%
E.I. du Pont de Nemours and Company (DD) ,DD, $57.34B , 10/27/2015 , Sep 2015 , $0.1 , 7 , $0.13 ,30%
Eagle Bancorp Montana Inc. (EBMT) ,EBMT, $43.96M , 10/27/2015 , Sep 2015 , $0.19 , 2 , $0.14 ,-26.32%
Edison International (EIX) ,EIX, $19.95B , 10/27/2015 , Sep 2015 , $1.1 , 6 , $1.16 ,5.45%
Embraer-Empresa Brasileira de Aeronautica (ERJ) ,ERJ, $5.22B , 10/27/2015 , Sep 2015 , $0.37 , 4 , $0.39 ,5.41%
Enterprise Bancorp Inc (EBTC) ,EBTC, $247.75M , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.41 ,n/a
Ethan Allen Interiors Inc. (ETH) ,ETH, $741.14M , 10/27/2015 , Sep 2015 , $0.46 , 4 , $0.46 ,0%
Exactech Inc. (EXAC) ,EXAC, $254.54M , 10/27/2015 , Sep 2015 , $0.24 , 1 , $0.2 ,-16.67%
EXCO Resources NL (XCO) ,XCO, $299.36M , 10/27/2015 , Sep 2015 , $-0.07 , 3 , $-0.04 ,-42.86%
Express Scripts Holding Company (ESRX) ,ESRX, $57.84B , 10/27/2015 , Sep 2015 , $1.44 , 14 , $1.45 ,0.69%
Extended Stay America Inc. (STAY) ,STAY, $4B , 10/27/2015 , Sep 2015 , $0.31 , 7 , $0.33 ,6.45%
FEI Company (FEIC) ,FEIC, $2.92B , 10/27/2015 , Sep 2015 , $0.76 , 6 , $0.68 ,-10.53%
FelCor Lodging Trust Incorporated (FCH) ,FCH, $1.1B , 10/27/2015 , Sep 2015 , $0.25 , 4 , $0.25 ,0%
Fidelity National Financial Inc. (FNF) ,FNF, $12.65B , 10/27/2015 , Sep 2015 , $0.62 , 5 , $0.6 ,-3.23%
Fidelity National Financial Inc. (FNFV) ,FNFV, $4.09B , 10/27/2015 , Sep 2015 , $0.12 , 2 , $0 ,-100%
Financial Institutions Inc. (FISI) ,FISI, $375.31M , 10/27/2015 , Sep 2015 , $0.49 , 2 , $0.56 ,14.29%
First Bancorp (FBNC) ,FBNC, $378.39M , 10/27/2015 , Sep 2015 , $0.33 , 3 , $0.34 ,3.03%
First Busey Corporation (BUSE) ,BUSE, $612.12M , 10/27/2015 , Sep 2015 , $0.34 , 4 , $0.36 ,5.88%
First Community Bancshares Inc. (FCBC) ,FCBC, $364.86M , 10/27/2015 , Sep 2015 , $0.36 , 1 , $0.34 ,-5.56%
FirstMerit Corporation (FMER) ,FMER, $3.2B , 10/27/2015 , Sep 2015 , $0.34 , 6 , $0.34 ,0%
Fiserv Inc. (FISV) ,FISV, $22.66B , 10/27/2015 , Sep 2015 , $0.97 , 11 , $1.03 ,6.19%
Flagstar Bancorp Inc. (FBC) ,FBC, $1.29B , 10/27/2015 , Sep 2015 , $0.35 , 2 , $0.69 ,97.14%
Flushing Financial Corporation (FFIC) ,FFIC, $645.02M , 10/27/2015 , Sep 2015 , $0.37 , 2 , $0.4 ,8.11%
Ford Motor Company (F) ,F, $59.4B , 10/27/2015 , Sep 2015 , $0.45 , 9 , $0.45 ,0%
Franklin Electric Co. Inc. (FELE) ,FELE, $1.61B , 10/27/2015 , Sep 2015 , $0.42 , 4 , $0.45 ,7.14%
Franklin Financial Network Inc. (FSB) ,FSB, $274.43M , 10/27/2015 , Sep 2015 , $0.37 , 1 , $0.46 ,24.32%
Franklin Street Properties Corp. (FSP) ,FSP, $1.05B , 10/27/2015 , Sep 2015 , $0.28 , 4 , $0.27 ,-3.57%
Fresh Del Monte Produce Inc. (FDP) ,FDP, $2.35B , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.54 ,n/a
G&amp;K Services Inc. (GK) ,GK, $1.33B , 10/27/2015 , Sep 2015 , $0.83 , 5 , $0.88 ,6.02%
GenMark Diagnostics Inc. (GNMK) ,GNMK, $291.61M , 10/27/2015 , Sep 2015 , $-0.31 , 3 , $-0.27 ,-12.9%
Georgetown Bancorp Inc. (GTWN) ,GTWN, $33.82M , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.24 ,n/a
Gilead Sciences Inc. (GILD) ,GILD, $158.69B , 10/27/2015 , Sep 2015 , $3.03 , 1 , $3.19 ,5.28%
Gladstone Commercial Corporation (GOOD) ,GOOD, $339.81M , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.38 ,n/a
Group 1 Automotive Inc. (GPI) ,GPI, $2.12B , 10/27/2015 , Sep 2015 , $1.87 , 6 , $1.91 ,2.14%
GrubHub Inc. (GRUB) ,GRUB, $2.07B , 10/27/2015 , Sep 2015 , $0.12 , 5 , $0.11 ,-8.33%
Hanmi Financial Corporation (HAFC) ,HAFC, $848.99M , 10/27/2015 , Sep 2015 , $0.4 , 6 , $0.44 ,10%
Harmonic Inc. (HLIT) ,HLIT, $515.55M , 10/27/2015 , Sep 2015 , $-0.02 , 2 , $-0.03 ,50%
Hatteras Financial Corp (HTS) ,HTS, $1.4B , 10/27/2015 , Sep 2015 , $0.51 , 5 , $0.45 ,-11.76%
HCA Holdings Inc. (HCA) ,HCA, $28.64B , 10/27/2015 , Sep 2015 , $1.19 , 5 , $1.17 ,-1.68%
Heartland Express Inc. (HTLD) ,HTLD, $1.65B , 10/27/2015 , Sep 2015 , $0.25 , 9 , $0.17 ,-32%
Heidrick &amp; Struggles International Inc. (HSII) ,HSII, $509.61M , 10/27/2015 , Sep 2015 , $0.29 , 3 , $0.4 ,37.93%
Higher One Holdings Inc. (ONE) ,ONE, $142.98M , 10/27/2015 , Sep 2015 , $0.09 , 3 , $0.07 ,-22.22%
Highwoods Properties Inc. (HIW) ,HIW, $4.14B , 10/27/2015 , Sep 2015 , $0.77 , 10 , $0.77 ,0%
Home Bancorp Inc. (HBCP) ,HBCP, $184.96M , 10/27/2015 , Sep 2015 , $0.32 , 1 , $0.49 ,53.12%
Huntsman Corporation (HUN) ,HUN, $3.24B , 10/27/2015 , Sep 2015 , $0.4 , 6 , $0.47 ,17.5%
ICON plc (ICLR) ,ICLR, $4.02B , 10/27/2015 , Sep 2015 , $1.01 , 10 , $1.02 ,0.99%
II-VI Incorporated (IIVI) ,IIVI, $1.13B , 10/27/2015 , Sep 2015 , $0.23 , 2 , $0.27 ,17.39%
ImmunoGen Inc. (IMGN) ,IMGN, $1.02B , 10/27/2015 , Sep 2015 , $-0.32 , 4 , $-0.39 ,21.88%
Infinera Corporation (INFN) ,INFN, $2.77B , 10/27/2015 , Sep 2015 , $0.1 , 2 , $0.17 ,70%
Ingersoll-Rand plc (Ireland) (IR) ,Ireland, $15.57B , 10/27/2015 , Sep 2015 , $1.16 , 11 , $1.21 ,4.31%
Inphi Corporation (IPHI) ,IPHI, $1.2B , 10/27/2015 , Sep 2015 , $0.06 , 5 , $0.08 ,33.33%
Intrepid Potash Inc (IPI) ,IPI, $312.3M , 10/27/2015 , Sep 2015 , $-0.07 , 3 , $-0.06 ,-14.29%
Investar Holding Corporation (ISTR) ,ISTR, $115.95M , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.26 ,n/a
IPC Healthcare Inc. (IPCM) ,IPCM, $1.37B , 10/27/2015 , Sep 2015 , $0.54 , 8 , $0.43 ,-20.37%
IPG Photonics Corporation (IPGP) ,IPGP, $4.42B , 10/27/2015 , Sep 2015 , $1.2 , 6 , $1.18 ,-1.67%
JetBlue Airways Corporation (JBLU) ,JBLU, $7.76B , 10/27/2015 , Sep 2015 , $0.57 , 10 , $0.58 ,1.75%
John Bean Technologies Corporation (JBT) ,JBT, $1.34B , 10/27/2015 , Sep 2015 , $0.37 , 2 , $0.43 ,16.22%
K12 Inc (LRN) ,LRN, $395.3M , 10/27/2015 , Sep 2015 , $-0.27 , 2 , $-0.34 ,25.93%
Key Tronic Corporation (KTCC) ,KTCC, $85.01M , 10/27/2015 , Sep 2015 , $0.06 , 1 , $0.07 ,16.67%
KKR &amp; Co. L.P. (KKR) ,KKR, $19.97B , 10/27/2015 , Sep 2015 , $-0.33 , 7 , $-0.37 ,12.12%
Lakeland Bancorp Inc. (LBAI) ,LBAI, $456.74M , 10/27/2015 , Sep 2015 , $0.22 , 2 , $0.22 ,0%
LeMaitre Vascular Inc. (LMAT) ,LMAT, $247.89M , 10/27/2015 , Sep 2015 , $0.08 , 4 , $0.11 ,37.5%
Lexmark International Inc. (LXK) ,LXK, $2.03B , 10/27/2015 , Sep 2015 , $0.61 , 1 , $0.57 ,-6.56%
Liberty Property Trust (LPT) ,LPT, $5.2B , 10/27/2015 , Sep 2015 , $0.65 , 9 , $0.67 ,3.08%
M.D.C. Holdings Inc. (MDC) ,MDC, $1.28B , 10/27/2015 , Sep 2015 , $0.45 , 6 , $0.36 ,-20%
Macerich Company (The) (MAC) ,The, $13.55B , 10/27/2015 , Sep 2015 , $0.98 , 11 , $1.01 ,3.06%
Magellan Health Inc. (MGLN) ,MGLN, $1.47B , 10/27/2015 , Sep 2015 , $0.49 , 4 , $0.53 ,8.16%
Marsh &amp; McLennan Companies Inc. (MMC) ,MMC, $29.79B , 10/27/2015 , Sep 2015 , $0.6 , 12 , $0.63 ,5%
Masco Corporation (MAS) ,MAS, $10.06B , 10/27/2015 , Sep 2015 , $0.31 , 9 , $0.34 ,9.68%
McClatchy Company (The) (MNI) ,The, $117.44M , 10/27/2015 , Sep 2015 , $-0.02 , 1 , $0.04 ,-300%
Medidata Solutions Inc. (MDSO) ,MDSO, $2.23B , 10/27/2015 , Sep 2015 , $0.11 , 2 , $0.12 ,9.09%
MediWound Ltd. (MDWD) ,MDWD, $202.83M , 10/27/2015 , Sep 2015 , $-0.31 , 2 , $-0.17 ,-45.16%
Merck &amp; Company Inc. (MRK) ,MRK, $155.2B , 10/27/2015 , Sep 2015 , $0.91 , 10 , $0.96 ,5.49%
Mercury Systems Inc (MRCY) ,MRCY, $630.76M , 10/27/2015 , Sep 2015 , $0.07 , 4 , $0.14 ,100%
Meridian Bancorp Inc. (EBSB) ,EBSB, $794.3M , 10/27/2015 , Sep 2015 , $0.12 , 2 , $0.11 ,-8.33%
MidSouth Bancorp (MSL) ,MSL, $113.6M , 10/27/2015 , Sep 2015 , $0.3 , 3 , $0.21 ,-30%
MSC Industrial Direct Company Inc. (MSM) ,MSM, $3.8B , 10/27/2015 , Aug 2015 , $0.96 , 8 , $0.96 ,0%
Nabors Industries Ltd. (NBR) ,NBR, $3.42B , 10/27/2015 , Sep 2015 , $-0.14 , 13 , $-0.14 ,-0%
National Instruments Corporation (NATI) ,NATI, $3.94B , 10/27/2015 , Sep 2015 , $0.18 , 3 , $0.21 ,16.67%
Natural Health Trends Corp. (NHTC) ,NHTC, $545.42M , 10/27/2015 , Sep 2015 , $n/a , 0 , $1.18 ,n/a
Navigant Consulting Inc. (NCI) ,NCI, $833.36M , 10/27/2015 , Sep 2015 , $0.24 , 4 , $0.3 ,25%
Navios Maritime Midstream Partners LP (NAP) ,NAP, $244.78M , 10/27/2015 , Sep 2015 , $0.37 , 2 , $0.3 ,-18.92%
NCR Corporation (NCR) ,NCR, $4.46B , 10/27/2015 , Sep 2015 , $0.7 , 5 , $0.78 ,11.43%
NMI Holdings Inc (NMIH) ,NMIH, $451.12M , 10/27/2015 , Sep 2015 , $-0.12 , 2 , $-0.08 ,-33.33%
Northrim BanCorp Inc (NRIM) ,NRIM, $197.34M , 10/27/2015 , Sep 2015 , $0.66 , 1 , $0.77 ,16.67%
Nova Measuring Instruments Ltd. (NVMI) ,NVMI, $282.1M , 10/27/2015 , Sep 2015 , $0.15 , 1 , $0.21 ,40%
Novartis AG (NVS) ,NVS, $219.9B , 10/27/2015 , Sep 2015 , $1.31 , 4 , $1.27 ,-3.05%
NuVasive Inc. (NUVA) ,NUVA, $2.32B , 10/27/2015 , Sep 2015 , $0.27 , 11 , $0.35 ,29.63%
Ocean Shore Holding Co. (OSHC) ,OSHC, $108.25M , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.27 ,n/a
Orbital ATK Inc. (OA) ,OA, $5.12B , 10/27/2015 , Sep 2015 , $1.08 , 5 , $1.35 ,25%
Owens &amp; Minor Inc. (OMI) ,OMI, $2.24B , 10/27/2015 , Sep 2015 , $0.47 , 6 , $0.54 ,14.89%
Owens-Illinois Inc. (OI) ,OI, $3.5B , 10/27/2015 , Sep 2015 , $0.55 , 7 , $0.57 ,3.64%
PACCAR Inc. (PCAR) ,PCAR, $19.07B , 10/27/2015 , Sep 2015 , $1.16 , 14 , $1.21 ,4.31%
Pacira Pharmaceuticals Inc. (PCRX) ,PCRX, $1.86B , 10/27/2015 , Sep 2015 , $0.03 , 1 , $0.1 ,233.33%
Panera Bread Company (PNRA) ,PNRA, $4.74B , 10/27/2015 , Sep 2015 , $1.31 , 15 , $1.32 ,0.76%
Patriot National Bancorp Inc. (PNBK) ,PNBK, $66.43M , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.16 ,n/a
Peabody Energy Corporation (BTU) ,BTU, $322.4M , 10/27/2015 , Sep 2015 , $-8.2 , 10 , $-8.13 ,-0.85%
Pegasystems Inc. (PEGA) ,PEGA, $2.16B , 10/27/2015 , Sep 2015 , $0.11 , 1 , $0.11 ,0%
Pennsylvania Real Estate Investment Trust (PEI) ,PEI, $1.57B , 10/27/2015 , Sep 2015 , $0.47 , 5 , $0.49 ,4.26%
Perseon Corporation (PRSN) ,PRSN, $2.67M , 10/27/2015 , Sep 2015 , $n/a , 0 , $-0.38 ,n/a
Pfizer Inc. (PFE) ,PFE, $218.63B , 10/27/2015 , Sep 2015 , $0.51 , 9 , $0.6 ,17.65%
PolyOne Corporation (POL) ,POL, $2.93B , 10/27/2015 , Sep 2015 , $0.53 , 7 , $0.54 ,1.89%
Portland General Electric Company (POR) ,POR, $3.32B , 10/27/2015 , Sep 2015 , $0.48 , 5 , $0.4 ,-16.67%
Potlatch Corporation (PCH) ,PCH, $1.25B , 10/27/2015 , Sep 2015 , $0.53 , 4 , $0.53 ,0%
PRGX Global Inc. (PRGX) ,PRGX, $90.91M , 10/27/2015 , Sep 2015 , $0.05 , 2 , $-0.08 ,-260%
Provident Financial Holdings Inc. (PROV) ,PROV, $144.72M , 10/27/2015 , Sep 2015 , $0.27 , 2 , $0.28 ,3.7%
PS Business Parks Inc. (PSB) ,PSB, $2.33B , 10/27/2015 , Sep 2015 , $1.2 , 3 , $1.2 ,0%
Pulaski Financial Corp. (PULB) ,PULB, $179.49M , 10/27/2015 , Sep 2015 , $0.29 , 2 , $0.29 ,0%
QTS Realty Trust Inc. (QTS) ,QTS, $1.78B , 10/27/2015 , Sep 2015 , $0.55 , 4 , $0.61 ,10.91%
Radcom Ltd. (RDCM) ,RDCM, $93.7M , 10/27/2015 , Sep 2015 , $0.1 , 1 , $0.06 ,-40%
Radian Group Inc. (RDN) ,RDN, $2.98B , 10/27/2015 , Sep 2015 , $0.37 , 4 , $0.31 ,-16.22%
RadiSys Corporation (RSYS) ,RSYS, $101.21M , 10/27/2015 , Sep 2015 , $0.03 , 3 , $0.04 ,33.33%
Ramco-Gershenson Properties Trust (RPT) ,RPT, $1.35B , 10/27/2015 , Sep 2015 , $0.32 , 8 , $0.37 ,15.62%
Regal Entertainment Group (RGC) ,RGC, $3B , 10/27/2015 , Sep 2015 , $0.15 , 10 , $0.18 ,20%
Restaurant Brands International Inc. (QSR) ,QSR, $8.25B , 10/27/2015 , Sep 2015 , $0.3 , 5 , $0.32 ,6.67%
Reynolds American Inc (RAI) ,RAI, $140.48B , 10/27/2015 , Sep 2015 , $0.55 , 6 , $0.55 ,0%
RPX Corporation (RPXC) ,RPXC, $793.06M , 10/27/2015 , Sep 2015 , $0.11 , 1 , $0.14 ,27.27%
Schnitzer Steel Industries Inc. (SCHN) ,SCHN, $445.65M , 10/27/2015 , Aug 2015 , $0.28 , 3 , $0.31 ,10.71%
SEACOR Holdings Inc. (CKH) ,CKH, $1.04B , 10/27/2015 , Sep 2015 , $n/a , 0 , $0.4 ,n/a
Sealed Air Corporation (SEE) ,SEE, $10.09B , 10/27/2015 , Sep 2015 , $0.57 , 5 , $0.7 ,22.81%
Select Income REIT (SIR) ,SIR, $1.84B , 10/27/2015 , Sep 2015 , $0.7 , 3 , $0.72 ,2.86%
Sensata Technologies Holding N.V. (ST) ,ST, $8.42B , 10/27/2015 , Sep 2015 , $0.71 , 17 , $0.72 ,1.41%
Shutterfly Inc. (SFLY) ,SFLY, $1.45B , 10/27/2015 , Sep 2015 , $-1.39 , 8 , $-1.61 ,15.83%
Simon Property Group Inc. (SPG) ,SPG, $63.65B , 10/27/2015 , Sep 2015 , $2.46 , 11 , $2.54 ,3.25%
SkyWest Inc. (SKYW) ,SKYW, $953.36M , 10/27/2015 , Sep 2015 , $0.66 , 4 , $0.71 ,7.58%
SM Energy Company (SM) ,SM, $2.06B , 10/27/2015 , Sep 2015 , $-0.27 , 10 , $-0.34 ,25.93%
SMTC Corporation (SMTX) ,SMTX, $22.66M , 10/27/2015 , Sep 2015 , $n/a , 0 , $-0.08 ,n/a
Spirit Aerosystems Holdings Inc. (SPR) ,SPR, $7.57B , 10/27/2015 , Sep 2015 , $0.94 , 8 , $0.89 ,-5.32%
Spirit Airlines Inc. (SAVE) ,SAVE, $2.53B , 10/27/2015 , Sep 2015 , $1.28 , 9 , $1.35 ,5.47%
Stag Industrial Inc. (STAG) ,STAG, $1.4B , 10/27/2015 , Sep 2015 , $0.37 , 8 , $0.39 ,5.41%
Stanley Furniture Company Inc. (STLY) ,STLY, $43.09M , 10/27/2015 , Sep 2015 , $0.02 , 1 , $0.03 ,50%
Sun Communities Inc. (SUI) ,SUI, $3.69B , 10/27/2015 , Sep 2015 , $1.05 , 3 , $1.05 ,0%
Symetra Financial Corporation (SYA) ,SYA, $3.7B , 10/27/2015 , Sep 2015 , $0.47 , 4 , $0.48 ,2.13%
Tanger Factory Outlet Centers Inc. (SKT) ,SKT, $3.43B , 10/27/2015 , Sep 2015 , $0.56 , 5 , $0.59 ,5.36%
TD Ameritrade Holding Corporation (AMTD) ,AMTD, $18.95B , 10/27/2015 , Sep 2015 , $0.4 , 10 , $0.4 ,0%
