Sterling Bancorp (STL) ,STL, $2.05B , 10/27/2014 , Sep 2014 , $0.22 , 4 , $0.22 ,0%
Symetra Financial Corporation (SYA) ,SYA, $3.7B , 10/27/2014 , Sep 2014 , $0.44 , 6 , $0.39 ,-11.36%
Tenneco Inc. (TEN) ,TEN, $3.45B , 10/27/2014 , Sep 2014 , $1.08 , 9 , $1.25 ,15.74%
T-Mobile US Inc. (TMUS) ,TMUS, $32.03B , 10/27/2014 , Sep 2014 , $0.03 , 11 , $-0.12 ,-500%
Transcat Inc. (TRNS) ,TRNS, $67.19M , 10/27/2014 , Sep 2014 , $n/a , 0 , $0.12 ,n/a
Trex Company Inc. (TREX) ,TREX, $1.3B , 10/27/2014 , Sep 2014 , $0.24 , 5 , $0.28 ,16.67%
TriplePoint Venture Growth BDC Corp. (TPVG) ,TPVG, $180.9M , 10/27/2014 , Sep 2014 , $n/a , 0 , $0.36 ,n/a
Twitter Inc. (TWTR) ,TWTR, $20.88B , 10/27/2014 , Sep 2014 , $-0.27 , 13 , $-0.27 ,-0%
Universal Health Services Inc. (UHS) ,UHS, $11.95B , 10/27/2014 , Sep 2014 , $1.37 , 10 , $1.36 ,-0.73%
Vanda Pharmaceuticals Inc. (VNDA) ,VNDA, $487.55M , 10/27/2014 , Sep 2014 , $n/a , 0 , $-0.04 ,n/a
XL Group plc (XL) ,XL, $11.64B , 10/27/2014 , Sep 2014 , $0.64 , 10 , $0.7 ,9.37%
Your Community Bankshares Inc. (YCB) ,YCB, $154.59M , 10/27/2014 , Sep 2014 , $n/a , 0 , $0.63 ,n/a
1-800 FLOWERS.COM Inc. (FLWS) ,FLWS, $661M , 10/28/2014 , Sep 2014 , $-0.07 , 2 , $-0.06 ,-14.29%
A.H. Belo Corporation (AHC) ,AHC, $122.06M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.1 ,n/a
Acadia Realty Trust (AKR) ,AKR, $2.3B , 10/28/2014 , Sep 2014 , $0.36 , 4 , $0.33 ,-8.33%
Active Power Inc. (ACPW) ,ACPW, $37.9M , 10/28/2014 , Sep 2014 , $-0.21 , 1 , $-0.11 ,-47.62%
Advantest Corporation (Kabushiki Kaisha Advantest) ADS (ATE) ,Kabushiki Kaisha Advantest, $1.42B , 10/28/2014 , Sep 2014 , $n/a , 0 , $-0.31 ,n/a
Aetna Inc. (AET) ,AET, $38.73B , 10/28/2014 , Sep 2014 , $1.58 , 16 , $1.79 ,13.29%
Aflac Incorporated (AFL) ,AFL, $27.56B , 10/28/2014 , Sep 2014 , $1.43 , 16 , $1.51 ,5.59%
AGCO Corporation (AGCO) ,AGCO, $4.24B , 10/28/2014 , Sep 2014 , $0.63 , 12 , $0.71 ,12.7%
Aixtron SE (AIXG) ,AIXG, $735.94M , 10/28/2014 , Sep 2014 , $-0.12 , 2 , $-0.23 ,91.67%
Alere Inc. (ALR) ,ALR, $3.94B , 10/28/2014 , Sep 2014 , $0.52 , 1 , $0.44 ,-15.38%
AMC Entertainment Holdings Inc. (AMC) ,AMC, $2.67B , 10/28/2014 , Sep 2014 , $0.03 , 7 , $0.08 ,166.67%
American Financial Group Inc. (AFG) ,AFG, $6.43B , 10/28/2014 , Sep 2014 , $1.16 , 5 , $1.4 ,20.69%
American National Insurance Company (ANAT) ,ANAT, $2.8B , 10/28/2014 , Sep 2014 , $n/a , 0 , $2.58 ,n/a
AMERIPRISE FINANCIAL SERVICES INC. (AMP) ,AMP, $20.67B , 10/28/2014 , Sep 2014 , $1.95 , 4 , $2.24 ,14.87%
AMTEK Inc. (AME) ,AME, $13.13B , 10/28/2014 , Sep 2014 , $0.61 , 6 , $0.62 ,1.64%
Anadarko Petroleum Corporation (APC) ,APC, $33.3B , 10/28/2014 , Sep 2014 , $1.3 , 14 , $1.16 ,-10.77%
Anixter International Inc. (AXE) ,AXE, $2.25B , 10/28/2014 , Sep 2014 , $1.71 , 4 , $1.69 ,-1.17%
Apollo Commercial Real Estate Finance (ARI) ,ARI, $985.7M , 10/28/2014 , Sep 2014 , $0.43 , 2 , $0.44 ,2.33%
Applied Micro Circuits Corporation (AMCC) ,AMCC, $558.48M , 10/28/2014 , Sep 2014 , $-0.1 , 1 , $-0.12 ,20%
Arch Coal Inc. (ACI) ,ACI, $32.11M , 10/28/2014 , Sep 2014 , $-0.41 , 10 , $-0.45 ,9.76%
ARI Network Services Inc. (ARIS) ,ARIS, $64.25M , 10/28/2014 , Jul 2014 , $n/a , 0 , $-0.01 ,n/a
Arthur J. Gallagher &amp; Co. (AJG) ,AJG, $7.69B , 10/28/2014 , Sep 2014 , $0.68 , 11 , $0.68 ,0%
Aspen Technology Inc. (AZPN) ,AZPN, $3.52B , 10/28/2014 , Sep 2014 , $0.27 , 1 , $0.32 ,18.52%
AutoNation Inc. (AN) ,AN, $7.08B , 10/28/2014 , Sep 2014 , $0.86 , 8 , $0.9 ,4.65%
Ballard Power Systems Inc. (BLDP) ,BLDP, $230.14M , 10/28/2014 , Sep 2014 , $-0.01 , 1 , $-0.02 ,100%
Barrett Business Services Inc. (BBSI) ,BBSI, $344.69M , 10/28/2014 , Sep 2014 , $1.32 , 2 , $1.35 ,2.27%
Big 5 Sporting Goods Corporation (BGFV) ,BGFV, $195.71M , 10/28/2014 , Sep 2014 , $0.27 , 4 , $0.34 ,25.93%
Bio-Techne Corp (TECH) ,TECH, $3.25B , 10/28/2014 , Sep 2014 , $0.87 , 5 , $0.85 ,-2.3%
Black Box Corporation (BBOX) ,BBOX, $208.17M , 10/28/2014 , Sep 2014 , $0.53 , 1 , $0.37 ,-30.19%
Boston Properties Inc. (BXP) ,BXP, $18.77B , 10/28/2014 , Sep 2014 , $1.37 , 14 , $1.46 ,6.57%
BP p.l.c. (BP) ,BP, $119.17B , 10/28/2014 , Sep 2014 , $0.9 , 3 , $0.99 ,10%
C.H. Robinson Worldwide Inc. (CHRW) ,CHRW, $9.85B , 10/28/2014 , Sep 2014 , $0.8 , 14 , $0.85 ,6.25%
Cabot Corporation (CBT) ,CBT, $2.32B , 10/28/2014 , Sep 2014 , $0.65 , 5 , $0.85 ,30.77%
CAI International Inc. (CAI) ,CAI, $252.51M , 10/28/2014 , Sep 2014 , $0.66 , 7 , $0.69 ,4.55%
Camden National Corporation (CAC) ,CAC, $301.09M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.86 ,n/a
Capella Education Company (CPLA) ,CPLA, $533.61M , 10/28/2014 , Sep 2014 , $0.55 , 8 , $0.62 ,12.73%
Capital City Bank Group (CCBG) ,CCBG, $271.38M , 10/28/2014 , Sep 2014 , $0.11 , 3 , $0.12 ,9.09%
Capital Trust Inc. (BXMT) ,BXMT, $2.61B , 10/28/2014 , Sep 2014 , $0.45 , 3 , $0.45 ,0%
Cascade Bancorp (CACB) ,CACB, $425.83M , 10/28/2014 , Sep 2014 , $0.03 , 2 , $0.05 ,66.67%
Cascade Microtech Inc. (CSCD) ,CSCD, $246.34M , 10/28/2014 , Sep 2014 , $0.09 , 3 , $0.15 ,66.67%
Castle (A.M.) &amp; Co. (CAS) ,A.M., $62.3M , 10/28/2014 , Sep 2014 , $-0.28 , 2 , $-0.55 ,96.43%
CDI Corporation (CDI) ,CDI, $159.53M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.27 ,n/a
CEB Inc. (CEB) ,CEB, $2.59B , 10/28/2014 , Sep 2014 , $0.82 , 3 , $0.98 ,19.51%
Centene Corporation (CNC) ,CNC, $7.28B , 10/28/2014 , Sep 2014 , $0.95 , 16 , $1.22 ,28.42%
Chemtura Corp. (CHMT) ,CHMT, $2.1B , 10/28/2014 , Sep 2014 , $0.29 , 4 , $0.2 ,-31.03%
China Life Insurance Company Limited (LFC) ,LFC, $107.63B , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.78 ,n/a
Ciber Inc. (CBR) ,CBR, $297.47M , 10/28/2014 , Sep 2014 , $0.02 , 1 , $-0.02 ,-200%
Cincinnati Financial Corporation (CINF) ,CINF, $9.98B , 10/28/2014 , Sep 2014 , $0.6 , 2 , $0.85 ,41.67%
CIT Group Inc (DEL) (CIT) ,DEL, $7.68B , 10/28/2014 , Sep 2014 , $0.88 , 10 , $0.89 ,1.14%
Clear Channel Outdoor Holdings Inc. (CCO) ,CCO, $2.67B , 10/28/2014 , Sep 2014 , $-0.01 , 3 , $-0.02 ,100%
Cleco Corporation (CNL) ,CNL, $3.22B , 10/28/2014 , Sep 2014 , $1.23 , 2 , $1.17 ,-4.88%
CNO Financial Group Inc. (CNO) ,CNO, $3.79B , 10/28/2014 , Sep 2014 , $0.32 , 4 , $0.46 ,43.75%
Coach Inc. (COH) ,COH, $8.58B , 10/28/2014 , Sep 2014 , $0.45 , 14 , $0.53 ,17.78%
CommerceWest Bank NA (California) (CWBK) ,California, n/a , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.32 ,n/a
CommVault Systems Inc. (CVLT) ,CVLT, $1.84B , 10/28/2014 , Sep 2014 , $0.28 , 1 , $0.14 ,-50%
comScore Inc. (SCOR) ,SCOR, $1.67B , 10/28/2014 , Sep 2014 , $0.01 , 2 , $0.15 ,1400%
Concurrent Computer Corporation (CCUR) ,CCUR, $48.31M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.04 ,n/a
CONSOL Energy Inc. (CNX) ,CNX, $1.62B , 10/28/2014 , Sep 2014 , $0.2 , 10 , $0.09 ,-55%
Corning Incorporated (GLW) ,GLW, $23.07B , 10/28/2014 , Sep 2014 , $0.38 , 10 , $0.4 ,5.26%
CorVel Corp. (CRVL) ,CRVL, $672M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.37 ,n/a
CPS Technologies Corp. (CPSH) ,CPSH, $34.31M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.01 ,n/a
Cray Inc (CRAY) ,CRAY, $918.97M , 10/28/2014 , Sep 2014 , $-0.1 , 1 , $0.22 ,-320%
CryoLife Inc. (CRY) ,CRY, $318.75M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.08 ,n/a
CSS Industries Inc. (CSS) ,CSS, $253.65M , 10/28/2014 , Sep 2014 , $n/a , 0 , $1.05 ,n/a
CU Bancorp (CA) (CUNB) ,CA, $431.6M , 10/28/2014 , Sep 2014 , $0.27 , 4 , $0.28 ,3.7%
Cummins Inc. (CMI) ,CMI, $18.44B , 10/28/2014 , Sep 2014 , $2.28 , 12 , $2.32 ,1.75%
Cynosure Inc. (CYNO) ,CYNO, $858.37M , 10/28/2014 , Sep 2014 , $0.22 , 2 , $0.25 ,13.64%
Digital Realty Trust Inc. (DLR) ,DLR, $9.85B , 10/28/2014 , Sep 2014 , $1.21 , 12 , $1.22 ,0.83%
DineEquity Inc (DIN) ,DIN, $1.65B , 10/28/2014 , Sep 2014 , $1.07 , 5 , $1.14 ,6.54%
Dorman Products Inc. (DORM) ,DORM, $1.69B , 10/28/2014 , Sep 2014 , $0.7 , 5 , $0.68 ,-2.86%
Dun &amp; Bradstreet Corporation (The) (DNB) ,The, $4.05B , 10/28/2014 , Sep 2014 , $1.72 , 5 , $1.85 ,7.56%
Dyax Corp. (DYAX) ,DYAX, $4.16B , 10/28/2014 , Sep 2014 , $-0.06 , 4 , $-0.01 ,-83.33%
Dynamic Materials Corporation (BOOM) ,BOOM, $108.5M , 10/28/2014 , Sep 2014 , $0.19 , 4 , $0.18 ,-5.26%
E.I. du Pont de Nemours and Company (DD) ,DD, $57.34B , 10/28/2014 , Sep 2014 , $0.53 , 12 , $0.54 ,1.89%
Eagle Bancorp Montana Inc. (EBMT) ,EBMT, $43.96M , 10/28/2014 , Sep 2014 , $0.16 , 2 , $0.18 ,12.5%
Eagle Materials Inc (EXP) ,EXP, $3.35B , 10/28/2014 , Sep 2014 , $1.01 , 5 , $1.03 ,1.98%
Ecolab Inc. (ECL) ,ECL, $35.29B , 10/28/2014 , Sep 2014 , $1.21 , 11 , $1.21 ,0%
Edison International (EIX) ,EIX, $19.95B , 10/28/2014 , Sep 2014 , $1.35 , 8 , $1.52 ,12.59%
Electronic Arts Inc. (EA) ,EA, $23.93B , 10/28/2014 , Sep 2014 , $0.43 , 3 , $0.62 ,44.19%
EMCOR Group Inc. (EME) ,EME, $2.98B , 10/28/2014 , Sep 2014 , $0.65 , 5 , $0.57 ,-12.31%
Engility Holdings Inc. (EGL) ,EGL, $1.2B , 10/28/2014 , Sep 2014 , $0.59 , 3 , $0.86 ,45.76%
Entegris Inc. (ENTG) ,ENTG, $1.81B , 10/28/2014 , Sep 2014 , $0.18 , 5 , $0.21 ,16.67%
EPIQ Systems Inc. (EPIQ) ,EPIQ, $523.18M , 10/28/2014 , Sep 2014 , $0.14 , 2 , $0.18 ,28.57%
EPR Properties (EPR) ,EPR, $3.27B , 10/28/2014 , Sep 2014 , $1.04 , 5 , $1.08 ,3.85%
Equity Residential (EQR) ,EQR, $28.73B , 10/28/2014 , Sep 2014 , $0.8 , 12 , $0.81 ,1.25%
EXCO Resources NL (XCO) ,XCO, $299.36M , 10/28/2014 , Sep 2014 , $0.01 , 3 , $0.01 ,0%
Express Scripts Holding Company (ESRX) ,ESRX, $57.84B , 10/28/2014 , Sep 2014 , $1.29 , 14 , $1.29 ,0%
Extreme Networks Inc. (EXTR) ,EXTR, $358.65M , 10/28/2014 , Sep 2014 , $-0.05 , 1 , $-0.06 ,20%
Facebook Inc. (FB) ,FB, $293.59B , 10/28/2014 , Sep 2014 , $0.32 , 15 , $0.32 ,0%
Farmland Partners Inc. (FPI) ,FPI, $120.61M , 10/28/2014 , Sep 2014 , $0.03 , 2 , $0.06 ,100%
FARO Technologies Inc. (FARO) ,FARO, $590.34M , 10/28/2014 , Sep 2014 , $0.34 , 3 , $0.38 ,11.76%
Fauquier Bankshares Inc. (FBSS) ,FBSS, $56.92M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.38 ,n/a
FEI Company (FEIC) ,FEIC, $2.92B , 10/28/2014 , Sep 2014 , $0.67 , 4 , $0.69 ,2.99%
First Bank (FRBA) ,FRBA, $49.85M , 10/28/2014 , Sep 2014 , $0.11 , 1 , $0.12 ,9.09%
First Citizens BancShares Inc. (FCNCA) ,FCNCA, $3.07B , 10/28/2014 , Sep 2014 , $n/a , 0 , $2.74 ,n/a
