Cummins Inc. (CMI) ,CMI, $18.39B , 10/28/2014 , Sep 2014 , $2.28 , 12 , $2.32 ,1.75%
Cynosure Inc. (CYNO) ,CYNO, $854.51M , 10/28/2014 , Sep 2014 , $0.22 , 2 , $0.25 ,13.64%
Digital Realty Trust Inc. (DLR) ,DLR, $10.05B , 10/28/2014 , Sep 2014 , $1.21 , 12 , $1.22 ,0.83%
DineEquity Inc (DIN) ,DIN, $1.57B , 10/28/2014 , Sep 2014 , $1.07 , 5 , $1.14 ,6.54%
Dorman Products Inc. (DORM) ,DORM, $1.66B , 10/28/2014 , Sep 2014 , $0.7 , 5 , $0.68 ,-2.86%
Dun & Bradstreet Corporation (The) (DNB) ,DNB, $4.11B , 10/28/2014 , Sep 2014 , $1.72 , 5 , $1.85 ,7.56%
Dyax Corp. (DYAX) ,DYAX, $4.03B , 10/28/2014 , Sep 2014 , $-0.06 , 4 , $-0.01 ,-83.33%
Dynamic Materials Corporation (BOOM) ,BOOM, $101.19M , 10/28/2014 , Sep 2014 , $0.19 , 4 , $0.18 ,-5.26%
E.I. du Pont de Nemours and Company (DD) ,DD, $55.56B , 10/28/2014 , Sep 2014 , $0.53 , 12 , $0.54 ,1.89%
Eagle Bancorp Montana Inc. (EBMT) ,EBMT, $44.16M , 10/28/2014 , Sep 2014 , $0.16 , 2 , $0.18 ,12.5%
Eagle Materials Inc (EXP) ,EXP, $3.3B , 10/28/2014 , Sep 2014 , $1.01 , 5 , $1.03 ,1.98%
Ecolab Inc. (ECL) ,ECL, $35.51B , 10/28/2014 , Sep 2014 , $1.21 , 11 , $1.21 ,0%
Edison International (EIX) ,EIX, $19.72B , 10/28/2014 , Sep 2014 , $1.35 , 8 , $1.52 ,12.59%
Electronic Arts Inc. (EA) ,EA, $22.47B , 10/28/2014 , Sep 2014 , $0.43 , 3 , $0.62 ,44.19%
EMCOR Group Inc. (EME) ,EME, $3.03B , 10/28/2014 , Sep 2014 , $0.65 , 5 , $0.57 ,-12.31%
Engility Holdings Inc. (EGL) ,EGL, $1.19B , 10/28/2014 , Sep 2014 , $0.59 , 3 , $0.86 ,45.76%
Entegris Inc. (ENTG) ,ENTG, $1.8B , 10/28/2014 , Sep 2014 , $0.18 , 5 , $0.21 ,16.67%
EPIQ Systems Inc. (EPIQ) ,EPIQ, $515.34M , 10/28/2014 , Sep 2014 , $0.14 , 2 , $0.18 ,28.57%
EPR Properties (EPR) ,EPR, $3.39B , 10/28/2014 , Sep 2014 , $1.04 , 5 , $1.08 ,3.85%
Equity Residential (EQR) ,EQR, $28.15B , 10/28/2014 , Sep 2014 , $0.8 , 12 , $0.81 ,1.25%
EXCO Resources NL (XCO) ,XCO, $317.02M , 10/28/2014 , Sep 2014 , $0.01 , 3 , $0.01 ,0%
Express Scripts Holding Company (ESRX) ,ESRX, $58.42B , 10/28/2014 , Sep 2014 , $1.29 , 14 , $1.29 ,0%
Extreme Networks Inc. (EXTR) ,EXTR, $363.72M , 10/28/2014 , Sep 2014 , $-0.05 , 1 , $-0.06 ,20%
Facebook Inc. (FB) ,FB, $287.31B , 10/28/2014 , Sep 2014 , $0.32 , 15 , $0.32 ,0%
Farmland Partners Inc. (FPI) ,FPI, $119.22M , 10/28/2014 , Sep 2014 , $0.03 , 2 , $0.06 ,100%
FARO Technologies Inc. (FARO) ,FARO, $587.74M , 10/28/2014 , Sep 2014 , $0.34 , 3 , $0.38 ,11.76%
Fauquier Bankshares Inc. (FBSS) ,FBSS, $56.17M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.38 ,n/a
FEI Company (FEIC) ,FEIC, $3B , 10/28/2014 , Sep 2014 , $0.67 , 4 , $0.69 ,2.99%
First Bank (FRBA) ,FRBA, $50.08M , 10/28/2014 , Sep 2014 , $0.11 , 1 , $0.12 ,9.09%
First Citizens BancShares Inc. (FCNCA) ,FCNCA, $3.08B , 10/28/2014 , Sep 2014 , $n/a , 0 , $2.74 ,n/a
First Community Bancshares Inc. (FCBC) ,FCBC, $356.33M , 10/28/2014 , Sep 2014 , $0.29 , 2 , $0.47 ,62.07%
FirstMerit Corporation (FMER) ,FMER, $3.11B , 10/28/2014 , Sep 2014 , $0.37 , 9 , $0.37 ,0%
Fiserv Inc. (FISV) ,FISV, $22.06B , 10/28/2014 , Sep 2014 , $0.84 , 10 , $0.86 ,2.38%
Fomento Economico Mexicano S.A.B. de C.V. (FMX) ,FMX, $7.09B , 10/28/2014 , Sep 2014 , $n/a , 0 , $1 ,n/a
Franklin Street Properties Corp. (FSP) ,FSP, $1.04B , 10/28/2014 , Sep 2014 , $0.27 , 4 , $0.28 ,3.7%
Freeport-McMoran Inc. (FCX) ,FCX, $12.24B , 10/28/2014 , Sep 2014 , $0.62 , 13 , $0.64 ,3.23%
Fresh Del Monte Produce Inc. (FDP) ,FDP, $2.38B , 10/28/2014 , Sep 2014 , $0.34 , 1 , $0.35 ,2.94%
G&K Services Inc. (GK) ,GK, $1.32B , 10/28/2014 , Sep 2014 , $0.73 , 6 , $0.81 ,10.96%
Gaming and Leisure Properties Inc. (GLPI) ,GLPI, $3.34B , 10/28/2014 , Sep 2014 , $0.6 , 3 , $0.69 ,15%
Georgetown Bancorp Inc. (GTWN) ,GTWN, $34.51M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.22 ,n/a
Gibraltar Industries Inc. (ROCK) ,ROCK, $785.94M , 10/28/2014 , Sep 2014 , $0.23 , 1 , $0.3 ,30.43%
Gilead Sciences Inc. (GILD) ,GILD, $158.69B , 10/28/2014 , Sep 2014 , $1.64 , 3 , $1.79 ,9.15%
Gladstone Investment Corporation (GAIN) ,GAIN, $226.73M , 10/28/2014 , Sep 2014 , $0.18 , 1 , $0.16 ,-11.11%
Green Plains Inc. (GPRE) ,GPRE, $781.15M , 10/28/2014 , Sep 2014 , $0.89 , 3 , $1.03 ,15.73%
Grupo Simec S.A. de C.V. (SIM) ,SIM, $1.36B , 10/28/2014 , Sep 2014 , $0.28 , 1 , $0.21 ,-25%
Harmonic Inc. (HLIT) ,HLIT, $507.62M , 10/28/2014 , Sep 2014 , $0.01 , 2 , $0.02 ,100%
Harris Corporation (HRS) ,HRS, $9.82B , 10/28/2014 , Sep 2014 , $1.1 , 5 , $1.18 ,7.27%
Hatteras Financial Corp (HTS) ,HTS, $1.38B , 10/28/2014 , Sep 2014 , $0.53 , 4 , $0.51 ,-3.77%
HCA Holdings Inc. (HCA) ,HCA, $28.04B , 10/28/2014 , Sep 2014 , $1.17 , 4 , $1.18 ,0.85%
Healthcare Trust of America Inc. (HTA) ,HTA, $3.34B , 10/28/2014 , Sep 2014 , $0.18 , 5 , $0.19 ,5.56%
Heidrick & Struggles International Inc. (HSII) ,HSII, $488.27M , 10/28/2014 , Sep 2014 , $0.22 , 3 , $0.16 ,-27.27%
Highwoods Properties Inc. (HIW) ,HIW, $4.14B , 10/28/2014 , Sep 2014 , $0.73 , 9 , $0.7 ,-4.11%
Home Bancorp Inc. (HBCP) ,HBCP, $183.59M , 10/28/2014 , Sep 2014 , $0.44 , 1 , $0.41 ,-6.82%
Honda Motor Company Ltd. (HMC) ,HMC, $59.71B , 10/28/2014 , Sep 2014 , $0.76 , 1 , $0.72 ,-5.26%
HopFed Bancorp Inc. (HFBC) ,HFBC, $82.24M , 10/28/2014 , Sep 2014 , $0.11 , 1 , $0.27 ,145.45%
Huron Consulting Group Inc. (HURN) ,HURN, $1.11B , 10/28/2014 , Sep 2014 , $0.67 , 6 , $0.62 ,-7.46%
icad inc. (ICAD) ,ICAD, $61.47M , 10/28/2014 , Sep 2014 , $0 , 2 , $0.04 ,∞%
Iconix Brand Group Inc. (ICON) ,ICON, $739.35M , 10/28/2014 , Sep 2014 , $0.63 , 1 , $0.73 ,15.87%
II-VI Incorporated (IIVI) ,IIVI, $1.11B , 10/28/2014 , Sep 2014 , $0.17 , 3 , $0.2 ,17.65%
Independent Bank Group Inc (IBTX) ,IBTX, $666.37M , 10/28/2014 , Sep 2014 , $0.63 , 3 , $0.58 ,-7.94%
Inphi Corporation (IPHI) ,IPHI, $1.15B , 10/28/2014 , Sep 2014 , $-0.02 , 4 , $-0.02 ,-0%
Internap Corporation (INAP) ,INAP, $370.51M , 10/28/2014 , Sep 2014 , $-0.16 , 4 , $-0.18 ,12.5%
InvenSense Inc. (INVN) ,INVN, $1.1B , 10/28/2014 , Sep 2014 , $0.1 , 4 , $-0.03 ,-130%
IPG Photonics Corporation (IPGP) ,IPGP, $4.36B , 10/28/2014 , Sep 2014 , $0.98 , 7 , $1.05 ,7.14%
iStar Financial Inc. (STAR) ,STAR, $1.11B , 10/28/2014 , Sep 2014 , $-0.16 , 1 , $0.32 ,-300%
Kforce Inc. (KFRC) ,KFRC, $821.88M , 10/28/2014 , Sep 2014 , $0.28 , 6 , $0.3 ,7.14%
Kilroy Realty Corporation (KRC) ,KRC, $6.07B , 10/28/2014 , Sep 2014 , $0.67 , 10 , $0.69 ,2.99%
Kimco Realty Corporation (KIM) ,KIM, $11.06B , 10/28/2014 , Sep 2014 , $0.35 , 12 , $0.36 ,2.86%
Kona Grill Inc. (KONA) ,KONA, $155.06M , 10/28/2014 , Sep 2014 , $0.02 , 6 , $0.03 ,50%
Laboratory Corporation of America Holdings (LH) ,LH, $12.41B , 10/28/2014 , Sep 2014 , $1.75 , 15 , $1.8 ,2.86%
Landmark Bancorp Inc. (LARK) ,LARK, $88.94M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.67 ,n/a
LeMaitre Vascular Inc. (LMAT) ,LMAT, $236.02M , 10/28/2014 , Sep 2014 , $0.06 , 4 , $0.05 ,-16.67%
Lloyds Banking Group Plc (LYG) ,LYG, $81.82B , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.05 ,n/a
Macerich Company (The) (MAC) ,MAC, $13.42B , 10/28/2014 , Sep 2014 , $0.89 , 11 , $0.88 ,-1.12%
Marriott International (MAR) ,MAR, $19.74B , 10/28/2014 , Sep 2014 , $0.62 , 14 , $0.65 ,4.84%
Marsh & McLennan Companies Inc. (MMC) ,MMC, $29.08B , 10/28/2014 , Sep 2014 , $0.52 , 12 , $0.56 ,7.69%
Martha Stewart Living Omnimedia Inc. (MSO) ,MSO, $347.11M , 10/28/2014 , Sep 2014 , $-0.05 , 1 , $-0.06 ,20%
Martin Marietta Materials Inc. (MLM) ,MLM, $10.4B , 10/28/2014 , Sep 2014 , $1.69 , 7 , $1.45 ,-14.2%
McKesson Corporation (MCK) ,MCK, $41.14B , 10/28/2014 , Sep 2014 , $2.74 , 10 , $2.79 ,1.82%
Medidata Solutions Inc. (MDSO) ,MDSO, $2.38B , 10/28/2014 , Sep 2014 , $0.08 , 3 , $0.09 ,12.5%
Mercury Systems Inc (MRCY) ,MRCY, $590.82M , 10/28/2014 , Sep 2014 , $-0.02 , 5 , $0.07 ,-450%
Meridian Bancorp Inc. (EBSB) ,EBSB, $771.76M , 10/28/2014 , Sep 2014 , $0.06 , 2 , $0.11 ,83.33%
MidSouth Bancorp (MSL) ,MSL, $115.3M , 10/28/2014 , Sep 2014 , $0.38 , 4 , $0.36 ,-5.26%
MSC Industrial Direct Company Inc. (MSM) ,MSM, $3.87B , 10/28/2014 , Aug 2014 , $1.01 , 9 , $1.02 ,0.99%
MUELLER WATER PRODUCTS (MWA) ,MWA, $1.41B , 10/28/2014 , Sep 2014 , $0.12 , 8 , $0.12 ,0%
Myers Industries Inc. (MYE) ,MYE, $483.88M , 10/28/2014 , Sep 2014 , $0.18 , 2 , $0.15 ,-16.67%
Nanometrics Incorporated (NANO) ,NANO, $369.17M , 10/28/2014 , Sep 2014 , $-0.25 , 2 , $-0.24 ,-4%
National Interstate Corporation (NATL) ,NATL, $569.43M , 10/28/2014 , Sep 2014 , $0.37 , 3 , $0.36 ,-2.7%
Navigant Consulting Inc. (NCI) ,NCI, $818.39M , 10/28/2014 , Sep 2014 , $0.27 , 5 , $0.32 ,18.52%
NeuroMetrix Inc. (NURO) ,NURO, $8.82M , 10/28/2014 , Sep 2014 , $n/a , 0 , $-0.26 ,n/a
Newfield Exploration Company (NFX) ,NFX, $6.55B , 10/28/2014 , Sep 2014 , $0.52 , 13 , $0.52 ,0%
Noble Energy Inc. (NBL) ,NBL, $13.87B , 10/28/2014 , Sep 2014 , $0.36 , 15 , $0.28 ,-22.22%
Nomura Holdings Inc ADR (NMR) ,NMR, $22.63B , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.09 ,n/a
Novartis AG (NVS) ,NVS, $216.66B , 10/28/2014 , Sep 2014 , $1.29 , 1 , $1.28 ,-0.78%
Ocean Shore Holding Co. (OSHC) ,OSHC, $110.55M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.25 ,n/a
Owens-Illinois Inc. (OI) ,OI, $3.47B , 10/28/2014 , Sep 2014 , $0.73 , 9 , $0.75 ,2.74%
P.A.M. Transportation Services Inc. (PTSI) ,PTSI, $255.17M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.63 ,n/a
PACCAR Inc. (PCAR) ,PCAR, $18.69B , 10/28/2014 , Sep 2014 , $0.96 , 11 , $1.04 ,8.33%
Pacific Gas & Electric Co. (PCG) ,PCG, $26.19B , 10/28/2014 , Sep 2014 , $1.15 , 8 , $1.73 ,50.43%
Panera Bread Company (PNRA) ,PNRA, $4.47B , 10/28/2014 , Sep 2014 , $1.42 , 14 , $1.38 ,-2.82%
Parker-Hannifin Corporation (PH) ,PH, $14.49B , 10/28/2014 , Sep 2014 , $1.66 , 9 , $1.89 ,13.86%
Pennsylvania Real Estate Investment Trust (PEI) ,PEI, $1.56B , 10/28/2014 , Sep 2014 , $0.52 , 5 , $0.49 ,-5.77%
Pericom Semiconductor Corporation (PSEM) ,PSEM, $382M , 10/28/2014 , Sep 2014 , $0.1 , 2 , $0.14 ,40%
Pfizer Inc. (PFE) ,PFE, $208.58B , 10/28/2014 , Sep 2014 , $0.56 , 8 , $0.57 ,1.79%
Pioneer Energy Services Corp. (PES) ,PES, $148.99M , 10/28/2014 , Sep 2014 , $0.16 , 7 , $0.09 ,-43.75%
Plantronics Inc. (PLT) ,PLT, $1.89B , 10/28/2014 , Sep 2014 , $0.64 , 3 , $0.66 ,3.13%
Portland General Electric Company (POR) ,POR, $3.29B , 10/28/2014 , Sep 2014 , $0.48 , 6 , $0.47 ,-2.08%
PriceSmart Inc. (PSMT) ,PSMT, $2.6B , 10/28/2014 , Aug 2014 , $0.73 , 3 , $0.73 ,0%
Pulaski Financial Corp. (PULB) ,PULB, $177.7M , 10/28/2014 , Sep 2014 , $0.27 , 2 , $0.27 ,0%
QLT Inc. (QLTI) ,QLTI, $146.87M , 10/28/2014 , Sep 2014 , $-0.12 , 1 , $-0.1 ,-16.67%
QTS Realty Trust Inc. (QTS) ,QTS, $1.76B , 10/28/2014 , Sep 2014 , $0.48 , 5 , $0.49 ,2.08%
Quaker Chemical Corporation (KWR) ,KWR, $1.06B , 10/28/2014 , Sep 2014 , $1.05 , 3 , $1.19 ,13.33%
Radware Ltd. (RDWR) ,RDWR, $687.92M , 10/28/2014 , Sep 2014 , $0.16 , 2 , $0.2 ,25%
Republic Airways Holdings Inc. (RJET) ,RJET, $293.17M , 10/28/2014 , Sep 2014 , $0.34 , 2 , $0.35 ,2.94%
Riverview Bancorp Inc (RVSB) ,RVSB, $106.24M , 10/28/2014 , Sep 2014 , $0.04 , 1 , $0.05 ,25%
Rogers Corporation (ROG) ,ROG, $867.9M , 10/28/2014 , Sep 2014 , $0.71 , 1 , $1.09 ,53.52%
RPX Corporation (RPXC) ,RPXC, $780.45M , 10/28/2014 , Sep 2014 , $0.18 , 2 , $0.21 ,16.67%
S&T Bancorp Inc. (STBA) ,STBA, $1.11B , 10/28/2014 , Sep 2014 , $0.47 , 4 , $0.49 ,4.26%
Saia Inc. (SAIA) ,SAIA, $593.29M , 10/28/2014 , Sep 2014 , $0.66 , 5 , $0.64 ,-3.03%
Sanofi (SNY) ,SNY, $131.99B , 10/28/2014 , Sep 2014 , $0.94 , 1 , $0.94 ,0%
Schnitzer Steel Industries Inc. (SCHN) ,SCHN, $449.26M , 10/28/2014 , Aug 2014 , $0.31 , 4 , $0.33 ,6.45%
Sensata Technologies Holding N.V. (ST) ,ST, $8.18B , 10/28/2014 , Sep 2014 , $0.62 , 6 , $0.63 ,1.61%
Sherwin-Williams Company (The) (SHW) ,SHW, $24.84B , 10/28/2014 , Sep 2014 , $3.18 , 10 , $3.39 ,6.6%
Sirius XM Holdings Inc. (SIRI) ,SIRI, $21.27B , 10/28/2014 , Sep 2014 , $0.02 , 5 , $0.02 ,0%
SM Energy Company (SM) ,SM, $2.27B , 10/28/2014 , Sep 2014 , $1.5 , 14 , $1.44 ,-4%
Solarwinds Inc. (SWI) ,SWI, $4.45B , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.43 ,n/a
Sound Financial Bancorp Inc. (SFBC) ,SFBC, $51.04M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.47 ,n/a
South State Corporation (SSB) ,SSB, $1.88B , 10/28/2014 , Sep 2014 , $0.98 , 5 , $1 ,2.04%
Spirit Airlines Inc. (SAVE) ,SAVE, $2.66B , 10/28/2014 , Sep 2014 , $0.96 , 5 , $1.01 ,5.21%
Starwood Hotels & Resorts Worldwide Inc. (HOT) ,HOT, $13.5B , 10/28/2014 , Sep 2014 , $0.65 , 14 , $0.66 ,1.54%
Stock Building Supply Holdings Inc. (STCK) ,STCK, $452.47M , 10/28/2014 , Sep 2014 , $0.24 , 3 , $0.2 ,-16.67%
Summit State Bank (SSBI) ,SSBI, $65.67M , 10/28/2014 , Sep 2014 , $n/a , 0 , $0.24 ,n/a
Synalloy Corporation (SYNL) ,SYNL, $76.09M , 10/28/2014 , Sep 2014 , $0.33 , 2 , $0.28 ,-15.15%
Synchronoss Technologies Inc. (SNCR) ,SNCR, $1.54B , 10/28/2014 , Sep 2014 , $0.32 , 5 , $0.35 ,9.37%
Synergy Resources Corporation (SYRG) ,SYRG, $1.18B , 10/28/2014 , Aug 2014 , $0.13 , 7 , $0.13 ,0%
Tanger Factory Outlet Centers Inc. (SKT) ,SKT, $3.35B , 10/28/2014 , Sep 2014 , $0.5 , 6 , $0.52 ,4%
TD Ameritrade Holding Corporation (AMTD) ,AMTD, $18.72B , 10/28/2014 , Sep 2014 , $0.36 , 11 , $0.38 ,5.56%
The KEYW Holding Corporation (KEYW) ,KEYW, $274.99M , 10/28/2014 , Sep 2014 , $-0.03 , 5 , $-0.03 ,-0%
The Ultimate Software Group Inc. (ULTI) ,ULTI, $5.84B , 10/28/2014 , Sep 2014 , $0.26 , 8 , $0.26 ,0%
Tile Shop Hldgs Inc. (TTS) ,TTS, $745.47M , 10/28/2014 , Sep 2014 , $0.06 , 3 , $0.03 ,-50%
Timken Company (The) (TKR) ,TKR, $2.62B , 10/28/2014 , Sep 2014 , $0.65 , 4 , $0.77 ,18.46%
Timmons Gold Corp (TGD) ,TGD, $58.97M , 10/28/2014 , Sep 2014 , $0.01 , 3 , $0.01 ,0%
